transaction_id,user_id,product_id,merchant_id,amount,timestamp,location,payment_method,category
TX0028192,U02062,P02936,M00164,374.43,20240628141124,Reims,CARD,Clothing
TX0028193,U02554,P00180,M00554,1262.89,20241009203118,Reims,CASH,Automotive
TX0028194,U00101,P01274,M00099,1792.91,20240414141249,Paris,CASH,Automotive
TX0028195,U05148,P00913,M00135,415.58,20251128125443,Nantes,CARD,Beauty
TX0028196,U07874,P03350,M00257,45.02,20251010102037,Saint-Etienne,CARD,Toys
TX0028197,U09140,P01868,M00144,13.45,20251206000954,Lyon,PAYPAL,Health
TX0028198,U03903,P00025,M00215,44.23,20241204214225,Le Havre,BANK_TRANSFER,Books
TX0028199,U07733,P01501,M00181,181.92,20241026135554,Lille,CASH,Sports
TX0028200,U01148,P03738,M00090,25.13,20241216151120,Strasbourg,CARD,Books
TX0028201,U11789,P01421,M00378,110.53,20240312132918,Villeurbanne,BANK_TRANSFER,Toys
TX0028202,U05871,P01337,M00344,162.99,20240725203320,Nice,PAYPAL,Beauty
TX0028203,U01765,P03773,M00009,92.6,20240930174616,Bordeaux,PAYPAL,Health
TX0028204,U03940,P03171,M00265,31.07,20250428081929,Saint-Etienne,PAYPAL,Beauty
TX0028205,U02303,P04145,M00423,815.0,20240927141509,Lyon,CARD,Home & Garden
TX0028206,U01178,P01790,M00537,1615.91,20250730140256,Toulouse,CARD,Home & Garden
TX0028207,U01630,P02638,M00577,15.33,20240908075914,Lyon,BANK_TRANSFER,Books
TX0028208,U11124,P03479,M00376,84.01,20240702144441,Grenoble,CARD,Food
TX0028209,U05153,P01966,M00462,172.35,20241207131752,Toulon,CARD,Beauty
TX0028210,U00822,P03176,M00460,568.33,20241224172435,Paris,BANK_TRANSFER,Home & Garden
TX0028211,U02373,P01715,M00290,9.11,20251002152840,Paris,CARD,Health
TX0028212,U08654,P03238,M00507,1356.22,20251002161712,Marseille,CRYPTO,Electronics
TX0028213,U03139,P03974,M00147,39.29,20250309163209,Saint-Etienne,CASH,Books
TX0028214,U01851,P01210,M00580,190.28,20251011191055,Paris,PAYPAL,Clothing
TX0028215,U09703,P04592,M00243,176.36,20241021162328,Paris,CARD,Electronics
TX0028216,U03050,P05740,M00360,822.81,20250323155031,Toulouse,CARD,Home & Garden
TX0028217,U04381,P01590,M00387,49.66,20241004075306,Paris,CRYPTO,Automotive
TX0028218,U06358,P01156,M00098,78.71,20240803092955,Nîmes,BANK_TRANSFER,Food
TX0028219,U07587,P05398,M00595,274.75,20240210074149,Marseille,CRYPTO,Health
TX0028220,U08169,P04121,M00346,155.13,20240313070040,Nîmes,CARD,Toys
TX0028221,U11924,P03180,M00122,342.06,20250804113452,Paris,CARD,Electronics
TX0028222,U11707,P03865,M00386,34.87,20241027073845,Strasbourg,CRYPTO,Books
TX0028223,U06437,P00513,M00243,930.96,20250130042333,Marseille,PAYPAL,Electronics
TX0028224,U10525,P02898,M00067,227.6,20250218144446,Bordeaux,BANK_TRANSFER,Beauty
TX0028225,U11023,P02551,M00461,206.7,20250605140830,Marseille,PAYPAL,Sports
TX0028226,U09040,P02696,M00219,18.88,20251124183523,Bordeaux,CARD,Books
TX0028227,U08046,P05105,M00350,127.84,20250121075323,Angers,CRYPTO,Health
TX0028228,U07473,P04068,M00343,10.61,20250122132948,Strasbourg,CARD,Beauty
TX0028229,U05904,P00328,M00492,125.53,20240113084258,Paris,BANK_TRANSFER,Beauty
TX0028230,U03347,P05591,M00365,140.8,20250824152120,Paris,PAYPAL,Sports
TX0028231,U09983,P00617,M00161,283.91,20241108091829,Paris,CASH,Beauty
TX0028232,U03152,P00580,M00084,652.24,20241125080412,Toulon,CASH,Electronics
TX0028233,U09045,P03281,M00316,53.9,20240402230423,Nantes,CASH,Food
TX0028234,U07073,P04047,M00052,20.17,20240520211226,Nice,CARD,Food
TX0028235,U05479,P01240,M00186,174.91,20240708191452,Saint-Etienne,CARD,Beauty
TX0028236,U04563,P02028,M00054,1313.62,20250222092952,Le Havre,CASH,Electronics
TX0028237,U02010,P02113,M00413,1579.68,20240609124349,Grenoble,CASH,Automotive
TX0028238,U05285,P04567,M00154,310.52,20250206023825,Grenoble,PAYPAL,Health
TX0028239,U00901,P04638,M00044,42.88,20240212133739,Lyon,BANK_TRANSFER,Health
TX0028240,U11117,P04316,M00451,416.47,20250207233711,Le Havre,BANK_TRANSFER,Sports
TX0028241,U01404,P01916,M00571,260.18,20250908070431,Paris,CASH,Sports
TX0028242,U03842,P03056,M00330,34.06,20240730112402,Nantes,PAYPAL,Books
TX0028243,U07437,P02399,M00366,75.76,20241225155053,Paris,CARD,Beauty
TX0028244,U08701,P03954,M00389,525.73,20250424081654,Grenoble,CARD,Electronics
TX0028245,U10321,P05734,M00439,127.02,20240614175509,Nice,CRYPTO,Toys
TX0028246,U06972,P00035,M00057,261.78,20250606201257,Marseille,CARD,Sports
TX0028247,U10217,P02270,M00174,58.36,20240505062656,Villeurbanne,PAYPAL,Toys
TX0028248,U05620,P05842,M00033,1686.45,20251223224022,Grenoble,CASH,Electronics
TX0028249,U03779,P00391,M00236,448.1,20240416103600,Bordeaux,CASH,Sports
TX0028250,U08313,P05085,M00357,899.63,20241220150643,Marseille,BANK_TRANSFER,Electronics
TX0028251,U10563,P01660,M00172,151.47,20240925081209,Toulouse,CARD,Clothing
TX0028252,U05643,P03960,M00053,49.27,20240513084329,Grenoble,CARD,Books
TX0028253,U08294,P00091,M00191,1007.97,20241002144944,Lyon,CARD,Automotive
TX0028254,U11928,P01126,M00171,10.46,20240426112536,Dijon,CARD,Beauty
TX0028255,U08205,P04013,M00317,2386.51,20240606023141,Rennes,PAYPAL,Automotive
TX0028256,U07009,P00598,M00326,78.77,20250724073707,Lille,CRYPTO,Food
TX0028257,U05920,P02635,M00589,25.59,20250228102421,Bordeaux,CASH,Books
TX0028258,U05826,P04684,M00264,218.47,20250802112445,Lyon,PAYPAL,Home & Garden
TX0028259,U09301,P00453,M00144,134.69,20250630115818,Lille,CASH,Health
TX0028260,U02859,P01049,M00237,73.7,20240827013254,Villeurbanne,CARD,Clothing
TX0028261,U00064,P03164,M00439,135.65,20241215095932,Angers,PAYPAL,Toys
TX0028262,U03533,P00648,M00585,45.87,20240830080834,Le Havre,BANK_TRANSFER,Clothing
TX0028263,U09229,P00593,M00243,3527.72,20250830104842,Dijon,CASH,Electronics
TX0028264,U07839,P04590,M00083,649.92,20250716162320,Lille,PAYPAL,Automotive
TX0028265,U01880,P01884,M00344,34.02,20241121225116,Strasbourg,PAYPAL,Beauty
TX0028266,U07346,P05967,M00580,28.09,20240628121830,Le Havre,BANK_TRANSFER,Clothing
TX0028267,U03715,P01880,M00558,326.08,20250203194222,Saint-Etienne,BANK_TRANSFER,Clothing
TX0028268,U11496,P03906,M00159,70.41,20251114223102,Paris,PAYPAL,Health
TX0028269,U09865,P03706,M00361,23.38,20250302183059,Marseille,CASH,Health
TX0028270,U05758,P05652,M00456,55.46,20240625071609,Lyon,BANK_TRANSFER,Automotive
TX0028271,U09483,P03967,M00564,316.14,20240612121630,Marseille,CARD,Home & Garden
TX0028272,U06072,P03990,M00259,229.13,20240513200518,Lyon,BANK_TRANSFER,Clothing
TX0028273,U08961,P02185,M00096,68.23,20241029084024,Toulouse,BANK_TRANSFER,Clothing
TX0028274,U09250,P05488,M00140,212.7,20240512113628,Paris,BANK_TRANSFER,Clothing
TX0028275,U06745,P00309,M00317,811.26,20240308195144,Nantes,BANK_TRANSFER,Automotive
TX0028276,U03839,P05939,M00216,954.69,20250620133758,Villeurbanne,CARD,Automotive
TX0028277,U01027,P00612,M00003,36.9,20241019172913,Villeurbanne,BANK_TRANSFER,Health
TX0028278,U01946,P04288,M00522,96.85,20251220182518,Paris,CARD,Home & Garden
TX0028279,U09196,P03746,M00539,1430.1,20241124170835,Toulouse,CASH,Automotive
TX0028280,U11064,P05308,M00403,60.7,20240302165642,Nantes,CASH,Food
TX0028281,U09525,P03229,M00548,65.88,20241101175315,Montpellier,PAYPAL,Books
TX0028282,U04535,P01962,M00483,14.55,20250319171751,Nice,PAYPAL,Health
TX0028283,U04858,P04431,M00300,63.22,20250904005815,Reims,CARD,Food
TX0028284,U06630,P05184,M00294,38.32,20250415185711,Paris,PAYPAL,Books
TX0028285,U02174,P02120,M00395,1087.75,20250216155729,Montpellier,CARD,Home & Garden
TX0028286,U09614,P05276,M00070,81.0,20241107102443,Strasbourg,CARD,Beauty
TX0028287,U09810,P05716,M00445,55.66,20241009230023,Nice,CASH,Food
TX0028288,U07662,P04324,M00347,211.39,20240911034449,Montpellier,PAYPAL,Health
TX0028289,U08941,P03350,M00257,49.93,20250623063625,Lyon,CRYPTO,Toys
TX0028290,U11140,P03373,M00244,40.46,20240525124640,Marseille,PAYPAL,Automotive
TX0028291,U07024,P02262,M00581,1446.28,20241009184658,Rennes,CASH,Sports
TX0028292,U07469,P00937,M00463,100.79,20250118201118,Grenoble,PAYPAL,Electronics
TX0028293,U02594,P02594,M00440,248.26,20240809083339,Saint-Etienne,PAYPAL,Clothing
TX0028294,U07745,P05294,M00384,290.52,20240802145927,Le Havre,PAYPAL,Clothing
TX0028295,U03661,P05835,M00291,339.79,20250807095740,Dijon,CRYPTO,Electronics
TX0028296,U09846,P00695,M00126,25.76,20250609210544,Montpellier,CASH,Food
TX0028297,U05758,P00818,M00313,42.55,20240912213140,Lyon,BANK_TRANSFER,Food
TX0028298,U08610,P00017,M00598,159.47,20241022010136,Paris,PAYPAL,Clothing
TX0028299,U05788,P03582,M00227,431.4,20241202171651,Strasbourg,BANK_TRANSFER,Sports
TX0028300,U10589,P03713,M00385,774.13,20250802201054,Paris,CARD,Electronics
TX0028301,U01981,P05984,M00469,559.67,20250901054935,Paris,CARD,Sports
TX0028302,U02661,P05913,M00579,38.77,20240311145018,Lille,CARD,Beauty
TX0028303,U10927,P00790,M00113,63.41,20240401140915,Strasbourg,BANK_TRANSFER,Health
TX0028304,U06947,P05248,M00360,1621.39,20240605174527,Angers,CARD,Home & Garden
TX0028305,U08957,P02345,M00547,376.28,20250110184443,Montpellier,CASH,Health
TX0028306,U00476,P03773,M00009,96.6,20250107210624,Paris,PAYPAL,Health
TX0028307,U02426,P02148,M00192,334.76,20240503225248,Bordeaux,CRYPTO,Clothing
TX0028308,U06916,P04369,M00439,61.89,20241202192534,Toulouse,BANK_TRANSFER,Toys
TX0028309,U08130,P03042,M00329,933.46,20251126135306,Saint-Etienne,CARD,Electronics
TX0028310,U05567,P04119,M00307,512.05,20250129161429,Le Havre,CASH,Sports
TX0028311,U06140,P01182,M00043,18.2,20240623103655,Lyon,PAYPAL,Toys
TX0028312,U05208,P00374,M00187,51.15,20240413113310,Paris,CASH,Health
TX0028313,U07401,P01220,M00121,919.4,20251020191904,Paris,CASH,Automotive
TX0028314,U02569,P05637,M00172,314.69,20240923100252,Paris,PAYPAL,Clothing
TX0028315,U00614,P01122,M00384,306.83,20250909131004,Villeurbanne,BANK_TRANSFER,Clothing
TX0028316,U09730,P04003,M00183,480.22,20240621091936,Lyon,BANK_TRANSFER,Automotive
TX0028317,U01423,P04402,M00436,351.0,20250131191849,Villeurbanne,CARD,Home & Garden
TX0028318,U09666,P04005,M00258,1905.42,20250603193912,Strasbourg,BANK_TRANSFER,Electronics
TX0028319,U01662,P00910,M00127,494.93,20240524234109,Dijon,CARD,Sports
TX0028320,U07690,P01371,M00263,132.61,20241010190450,Grenoble,PAYPAL,Health
TX0028321,U01079,P04943,M00568,1068.52,20240404102654,Grenoble,PAYPAL,Automotive
TX0028322,U11837,P05595,M00115,328.87,20250429162939,Nice,CARD,Health
TX0028323,U10984,P01441,M00418,818.99,20241022134008,Le Havre,CASH,Automotive
TX0028324,U10527,P04543,M00036,550.78,20251204014559,Toulouse,PAYPAL,Sports
TX0028325,U01296,P05045,M00567,65.65,20240714173607,Reims,CARD,Food
TX0028326,U04292,P05600,M00262,221.08,20240916151429,Paris,CRYPTO,Electronics
TX0028327,U08491,P01969,M00308,146.84,20241121084235,Rennes,PAYPAL,Toys
TX0028328,U06628,P05712,M00271,134.96,20250206132332,Le Havre,CARD,Beauty
TX0028329,U02225,P02774,M00424,74.74,20250803104549,Paris,CARD,Food
TX0028330,U09628,P00856,M00492,59.93,20240805080840,Lyon,CARD,Beauty
TX0028331,U01008,P03164,M00439,391.33,20240720161111,Marseille,CARD,Toys
TX0028332,U01032,P02256,M00433,1083.32,20241007071358,Nice,PAYPAL,Automotive
TX0028333,U11463,P04760,M00087,982.92,20240712140531,Toulouse,CARD,Electronics
TX0028334,U06203,P02101,M00317,470.85,20240516075739,Lyon,BANK_TRANSFER,Automotive
TX0028335,U05483,P01670,M00433,481.11,20251010194243,Reims,CRYPTO,Automotive
TX0028336,U02517,P04822,M00543,52.19,20250227024145,Strasbourg,PAYPAL,Books
TX0028337,U02265,P03789,M00271,153.49,20240527123018,Rennes,BANK_TRANSFER,Beauty
TX0028338,U08068,P05623,M00492,43.17,20250620153857,Strasbourg,CARD,Beauty
TX0028339,U08105,P00356,M00433,828.46,20241005025021,Le Havre,BANK_TRANSFER,Automotive
TX0028340,U05658,P03875,M00337,38.24,20251108190524,Marseille,BANK_TRANSFER,Home & Garden
TX0028341,U02350,P01377,M00181,409.85,20250127102504,Paris,CARD,Sports
TX0028342,U00626,P00383,M00221,78.11,20250809091954,Lyon,PAYPAL,Food
TX0028343,U06503,P03481,M00099,2040.45,20250930183200,Toulouse,CARD,Automotive
TX0028344,U09850,P05363,M00575,1627.79,20250319130437,Toulouse,BANK_TRANSFER,Electronics
TX0028345,U06544,P00552,M00082,357.77,20251007093942,Villeurbanne,BANK_TRANSFER,Sports
TX0028346,U07182,P05048,M00333,156.18,20251007190740,Nîmes,PAYPAL,Toys
TX0028347,U07258,P01107,M00381,32.75,20250419093301,Paris,PAYPAL,Food
TX0028348,U05110,P04594,M00033,1775.6,20250501162844,Paris,CARD,Electronics
TX0028349,U09347,P02612,M00573,10.0,20240520051343,Paris,CARD,Food
TX0028350,U06534,P03796,M00386,28.96,20251103184534,Grenoble,CASH,Books
TX0028351,U11763,P01051,M00532,51.17,20251022114632,Strasbourg,CASH,Books
TX0028352,U08947,P02130,M00369,16.06,20240919113510,Toulouse,CARD,Food
TX0028353,U09509,P02484,M00560,160.15,20241128091951,Marseille,CARD,Health
TX0028354,U09849,P03928,M00066,267.1,20240805110855,,PAYPAL,Clothing
TX0028355,U02705,P03417,M00269,134.0,20250508100731,Dijon,CARD,Clothing
TX0028356,U06711,P04138,M00531,1187.88,20241208064907,Angers,CARD,Electronics
TX0028357,U04137,P04383,M00294,51.39,20240606201759,Paris,PAYPAL,Books
TX0028358,U08242,P04126,M00546,103.41,20240110022147,Reims,CRYPTO,Health
TX0028359,U02284,P04926,M00193,64.1,20240208143700,Marseille,CRYPTO,Toys
TX0028360,U02208,P02889,M00108,194.72,20240812134603,Toulouse,CASH,Health
TX0028361,U03046,P00026,M00549,340.17,20240128214232,Bordeaux,BANK_TRANSFER,Sports
TX0028362,U10514,P03601,M00190,209.45,20240603092849,Lyon,CARD,Automotive
TX0028363,U02996,P01164,M00013,184.33,20251008194914,Saint-Etienne,CARD,Clothing
TX0028364,U07436,P00516,M00113,120.77,20240707130000,Marseille,BANK_TRANSFER,Health
TX0028365,U10096,P05478,M00312,72.68,20251014133539,Nîmes,CASH,Beauty
TX0028366,U06236,P04625,M00144,-230.5,20251115211805,Lille,BANK_TRANSFER,Health
TX0028367,U06930,P01801,M00112,1910.26,20250128083427,Marseille,CARD,Electronics
TX0028368,U01079,P00956,M00106,145.85,20240824093524,Le Havre,CARD,Health
TX0028369,U09994,P04649,M00066,301.39,20241026112551,Saint-Etienne,BANK_TRANSFER,Clothing
TX0028370,U04259,P01850,M00448,2796.84,20241102153527,Reims,BANK_TRANSFER,Electronics
TX0028371,U02456,P01492,M00040,77.02,20240408121120,Paris,CASH,Beauty
TX0028372,U04330,P03904,M00472,374.91,20250330095434,Bordeaux,CASH,Home & Garden
TX0028373,U05980,P02840,M00591,62.52,20241127083529,Lyon,BANK_TRANSFER,Toys
TX0028374,U02580,P00806,M00508,1586.06,20240712092452,Nice,CARD,Automotive
TX0028375,U09164,P03152,M00169,5.5,20250928042142,Grenoble,CARD,Books
TX0028376,U00063,P04698,M00516,20.92,20240605060304,Marseille,CRYPTO,Toys
TX0028377,U07985,P05869,M00395,466.32,20250812164153,Nantes,CRYPTO,Home & Garden
TX0028378,U07398,P00538,M00463,116.21,20250522090931,Montpellier,CASH,Electronics
TX0028379,U10361,P03948,M00565,73.08,20250117161848,Villeurbanne,CARD,Clothing
TX0028380,U09627,P02438,M00533,173.17,20250924074343,Paris,CASH,Toys
TX0028381,U08563,P03594,M00031,103.28,20240614202942,Dijon,CARD,Beauty
TX0028382,U07373,P02125,M00486,22.46,20250523225422,Lyon,CASH,Books
TX0028383,U10981,P95388,M00142,104.71,20241222090615,Saint-Etienne,CARD,Toys
TX0028384,U06553,P03862,M00558,245.55,20240728165230,Strasbourg,CASH,Clothing
TX0028385,U11906,P05888,M00082,455.69,20250427163617,Saint-Etienne,CASH,Sports
TX0028386,U07462,P00880,M00330,18.9,20250327150931,Strasbourg,BANK_TRANSFER,Books
TX0028387,U05382,P00368,M00367,2057.69,20241009204618,Paris,PAYPAL,Electronics
TX0028388,U05054,P00995,M00333,117.0,20241218080148,Toulon,CARD,Toys
TX0028389,U03573,P01246,M00373,60.74,20250408090837,Angers,BANK_TRANSFER,Health
TX0028390,U00314,P05461,M00033,566.56,20250207051458,Lille,PAYPAL,Electronics
TX0028391,U03314,P02604,M00401,21.21,20250903174904,Paris,CARD,Clothing
TX0028392,U08697,P05648,M00592,1823.71,20250114195529,Toulon,BANK_TRANSFER,Electronics
TX0028393,U06317,P03426,M00240,173.8,20250510134253,Le Havre,CARD,Health
TX0028394,U10017,P02697,M00462,125.23,20250416123427,Montpellier,CARD,Beauty
TX0028395,U06814,P01106,M00160,1281.22,20240720115405,Lyon,CARD,Automotive
TX0028396,U04964,P03446,M00152,82.49,20251004084043,Nice,PAYPAL,Beauty
TX0028397,U09362,P04197,M00537,252.05,20240324152326,Paris,CRYPTO,Home & Garden
TX0028398,U10978,P04475,M00485,495.67,20241215164802,Paris,CASH,Beauty
TX0028399,U06437,P04244,M00311,100.24,20250228142011,Marseille,CARD,Beauty
TX0028400,U08742,P00978,M00248,77.69,20250131210552,Nice,CARD,Clothing
TX0028401,U00644,P03093,M00162,153.84,20250830234927,Paris,PAYPAL,Clothing
TX0028402,U03125,P00515,M00432,532.14,20250803095450,Nîmes,CARD,Automotive
TX0028403,U06025,P05638,M00356,501.54,20250312175357,Saint-Etienne,CARD,Sports
TX0028404,U03822,P05755,M00277,1604.28,20250108130229,Lyon,BANK_TRANSFER,Automotive
TX0028405,U04892,P02445,M00370,1197.59,20240625111155,Montpellier,CASH,Automotive
TX0028406,U09985,P03085,M00032,47.93,20250911214754,Strasbourg,CASH,Books
TX0028407,U06786,P05191,M00089,16.39,20240329124031,Paris,PAYPAL,Books
TX0028408,U10034,P02759,M00054,546.33,20250329203259,Paris,CARD,Electronics
TX0028409,U01013,P00309,M00317,809.4,20240508222830,Strasbourg,CARD,Automotive
TX0028410,U08068,P04843,M00171,131.89,20250531141933,Saint-Etienne,CARD,Beauty
TX0028411,U02723,P05707,M00529,1765.22,20251021090208,Toulon,CARD,Electronics
TX0028412,U06937,P03604,M00537,440.93,20240207125504,Paris,PAYPAL,Home & Garden
TX0028413,U07043,P01582,M00554,266.57,20240317194152,Reims,CASH,Automotive
TX0028414,U09265,P04617,M00055,8.89,20240715125203,Marseille,PAYPAL,Books
TX0028415,U05382,P01167,M00292,4167.63,20250503112413,Paris,CARD,Electronics
TX0028416,U03190,P03359,M00014,32.01,20250823182845,Bordeaux,BANK_TRANSFER,Books
TX0028417,U05478,P00456,M00192,207.94,20240807232308,Rennes,CARD,Clothing
TX0028418,U08620,P03893,M00351,450.16,20250701102050,Le Havre,BANK_TRANSFER,Electronics
TX0028419,U01031,P04631,M00422,78.77,20250526061820,Reims,BANK_TRANSFER,Food
TX0028420,U07933,P04313,M00469,436.05,20250731224910,Paris,CASH,Sports
TX0028421,U05022,P03775,M00301,148.78,20250429120827,Nice,CASH,Toys
TX0028422,U01060,P02316,M00165,1219.43,20240924073915,Strasbourg,CARD,Automotive
TX0028423,U01502,P00039,M00143,1211.53,20251118173527,Montpellier,CARD,Automotive
TX0028424,U03283,P01958,M00354,47.38,20250710183217,Nice,BANK_TRANSFER,Sports
TX0028425,U10312,P01426,M00579,10.86,20241108163102,Paris,CASH,Beauty
TX0028426,U01056,P03377,M00192,264.11,20250310131342,Angers,PAYPAL,Clothing
TX0028427,U11124,P00574,M00296,32.12,20241124174719,Grenoble,CARD,Food
TX0028428,U01948,P00424,M00327,107.76,20240902070028,Villeurbanne,BANK_TRANSFER,Sports
TX0028429,U05460,P02833,M00384,230.99,20250321102813,Paris,BANK_TRANSFER,Clothing
TX0028430,U01293,P02470,M00507,1637.26,20250930151007,Marseille,CARD,Electronics
TX0028431,U03632,P04505,M00401,280.22,20251214194943,Paris,BANK_TRANSFER,Clothing
TX0028432,U08626,P05364,M00392,790.19,20240407075133,Lille,PAYPAL,Electronics
TX0028433,U11743,P00412,M00587,1063.0,20250719124255,Grenoble,CARD,Automotive
TX0028434,U01156,P03209,M00035,69.22,20250526135719,Saint-Etienne,CARD,Sports
TX0028435,U03565,P05318,M00166,529.09,20250924101941,Nice,CASH,Electronics
TX0028436,U07973,P05745,M00541,12.87,20240728142502,Bordeaux,PAYPAL,Home & Garden
TX0028437,U11832,P04934,M00140,13.6,20250212123506,Nice,BANK_TRANSFER,Clothing
TX0028438,U08968,P02129,M00133,-1.0,20250615112416,Saint-Etienne,CARD,Home & Garden
TX0028439,U04983,P02174,M00445,51.13,20250421102257,Saint-Etienne,CARD,Food
TX0028440,U07506,P03267,M00124,461.43,20240823183935,Paris,CARD,Health
TX0028441,U10739,P00219,M00470,46.16,20240819090030,Nice,CARD,Food
TX0028442,U08418,P00601,M00011,48.95,20250921231018,Lyon,CARD,Sports
TX0028443,U05196,P03823,M00165,876.8,20240928185516,Paris,PAYPAL,Automotive
TX0028444,U03143,P01422,M00378,40.12,20250705173033,Reims,CASH,Toys
TX0028445,U09013,P05644,M00219,20.64,20250213051331,Paris,CARD,Books
TX0028446,U04751,P05366,M00221,70.81,20250421202222,Nantes,PAYPAL,Food
TX0028447,U04664,P04996,M00152,31.26,20240523101130,Toulouse,BANK_TRANSFER,Beauty
TX0028448,U06951,P00530,M00478,1360.93,20250306205941,,CRYPTO,Electronics
TX0028449,U04487,P01976,M00097,515.78,20251125175910,Paris,PAYPAL,Toys
TX0028450,U01635,P01338,M00392,1209.79,20240803235759,Nice,BANK_TRANSFER,Electronics
TX0028451,U11968,P04486,M00493,0.0,20240915155517,Nice,PAYPAL,Health
TX0028452,U02747,P03124,M00445,63.79,20250326103955,Toulouse,PAYPAL,Food
TX0028453,U00790,P04469,M00398,1012.81,20240127221420,Marseille,PAYPAL,Automotive
TX0028454,U09666,P03245,M00274,54.27,20250630073500,Strasbourg,BANK_TRANSFER,Toys
TX0028455,U10886,P02256,M00433,1070.44,20240307222814,Nîmes,BANK_TRANSFER,Automotive
TX0028456,U02963,P01436,M00171,117.94,20240814123447,Paris,CRYPTO,Beauty
TX0028457,U01538,P05223,M00242,320.83,20240706180315,Montpellier,PAYPAL,Sports
TX0028458,U03684,P01415,M00252,736.01,20240309192429,Nîmes,CARD,Home & Garden
TX0028459,U01923,P05726,M00581,378.95,20240104103907,Toulouse,CASH,Sports
TX0028460,U02438,P03772,M00394,49.83,20251107124558,Dijon,CARD,Books
TX0028461,U10491,P05138,M00511,7.97,20250110144252,Paris,BANK_TRANSFER,Books
TX0028462,U10656,P00390,M00136,14.05,20250630020735,Marseille,PAYPAL,Food
TX0028463,U06039,P04915,M93145,-15.9,20241031152605,Lyon,CARD,Toys
TX0028464,U11874,P05830,M00236,366.05,20250111103529,Nantes,CASH,Sports
TX0028465,U08056,P01660,M00172,179.52,20240923070022,Reims,CASH,Clothing
TX0028466,U03939,P03398,M00580,214.52,20250803082642,Montpellier,PAYPAL,Clothing
TX0028467,U03465,P01766,M00497,341.92,20240303043626,Lyon,CARD,Sports
TX0028468,U08517,P03672,M00185,64.84,20250222152231,Paris,CASH,Food
TX0028469,U04593,P05788,M00172,82.66,20240729145810,Strasbourg,BANK_TRANSFER,Clothing
TX0028470,U00309,P04783,M00335,808.98,20251007162717,Lyon,BANK_TRANSFER,Automotive
TX0028471,U08692,P00963,M00530,207.4,20240914174334,Lyon,CARD,Health
TX0028472,U11488,P05927,M00150,114.44,20240702135853,Villeurbanne,BANK_TRANSFER,Toys
TX0028473,U03948,P00501,M00243,724.53,20250131002636,Paris,CASH,Electronics
TX0028474,U05153,P00127,M00288,93.73,20240309163256,Toulon,CASH,Beauty
TX0028475,U05452,P00946,M00155,64.8,20250307193827,Nantes,CARD,Clothing
TX0028476,U03870,P01788,M00037,5.86,20240302192435,Nantes,CARD,Books
TX0028477,U04288,P02780,M00430,46.56,20240812224103,Nantes,CASH,Toys
TX0028478,U11277,P02061,M00520,652.49,20240417172853,Nice,PAYPAL,Electronics
TX0028479,U05704,P00017,M00598,154.55,20250904223134,Nice,PAYPAL,Clothing
TX0028480,U03902,P04597,M00549,227.65,20240702052738,Rennes,CARD,Sports
TX0028481,U05812,P00111,M00208,94.46,20250515223606,Dijon,CASH,Toys
TX0028482,U00145,P02709,M00200,26.65,20240820164248,Marseille,BANK_TRANSFER,Beauty
TX0028483,U07057,P05555,M00382,1676.54,20250119183540,Lyon,PAYPAL,Automotive
TX0028484,U00623,P04991,M00160,1413.78,20250528160702,Grenoble,CARD,Automotive
TX0028485,U01229,P00495,M00133,818.16,20240611183606,Toulouse,CASH,Home & Garden
TX0028486,U01379,P03511,M00187,54.0,20241212174053,Dijon,CARD,Health
TX0028487,U02139,P03669,M00221,161.79,20241114161951,Toulon,PAYPAL,Food
TX0028488,U11264,P02334,M00277,77.03,20250702142858,,CARD,Automotive
TX0028489,U02213,P02111,M00259,29.84,20250921080858,Lille,CRYPTO,Clothing
TX0028490,U03207,P04075,M00075,46.3,20251219233007,Reims,BANK_TRANSFER,Health
TX0028491,U06403,P03001,M00075,100.47,20240716101710,Strasbourg,PAYPAL,Health
TX0028492,U01971,P02638,M00577,14.09,20241016153418,Montpellier,PAYPAL,Books
TX0028493,U07851,P03199,M00295,760.19,20250618164000,Paris,BANK_TRANSFER,Automotive
TX0028494,U10659,P01984,M00370,383.14,20250725192645,Paris,PAYPAL,Automotive
TX0028495,U11484,P03265,M00397,352.75,20241203052943,Saint-Etienne,CARD,Sports
TX0028496,U05802,P03062,M00390,1262.98,20240401090129,Rennes,CARD,Automotive
TX0028497,U07541,P01720,M00028,524.48,20250802102808,Lille,CARD,Sports
TX0028498,U05014,P04693,M00148,17.68,20250322212612,Lille,BANK_TRANSFER,Beauty
TX0028499,U08788,P04533,M00533,165.56,20250505204644,Grenoble,PAYPAL,Toys
TX0028500,U11720,P00769,M00380,73.39,20240416103238,Lyon,CASH,Food
TX0028501,U05599,P03752,M00095,86.51,20240716210722,Reims,CARD,Health
TX0028502,U08317,P04247,M00205,117.88,20240626113604,Toulouse,PAYPAL,Toys
TX0028503,U07460,P01016,M00360,712.06,20250722184600,Rennes,BANK_TRANSFER,Home & Garden
TX0028504,U04535,P05259,M00253,421.88,20251020003935,Nice,CASH,Health
TX0028505,U10984,P04455,M00451,423.82,20250424163621,Le Havre,PAYPAL,Sports
TX0028506,U11126,P01758,M00427,93.8,20241206090305,Lyon,CARD,Books
TX0028507,U04056,P05319,M00267,368.26,20251124110118,Nice,CRYPTO,Sports
