merchant_id,name,category,region,commission_rate,establishment_date
M00392,TechStore 392,Electronics,Occitanie,0.0913,20220317
M00393,SportHub 393,Sports,Ile-de-France,0.099,20210921
M00394,LibraryShop 394,Books,Hauts-de-France,0.0963,20180415
M00395,HomeCenter 395,Home & Garden,Auvergne-Rhône-Alpes,0.0158,20191214
M00396,BookHaven 396,Books,Nouvelle-Aquitaine,0.0702,20220623
M00397,ActiveWear 397,Sports,Ile-de-France,0.0255,20171010
M00398,CarParts 398,Automotive,Bretagne,0.0858,20181104
M00399,BeautyWorld 399,Beauty,Hauts-de-France,0.0398,20200306
M00400,BookHaven 400,Books,Auvergne-Rhône-Alpes,0.0664,20190103
M00401,FashionStore 401,Clothing,Provence-Alpes-Côte d'Azur,0.061,20230509
M00402,ReadMore 402,Books,Nouvelle-Aquitaine,0.0951,20221119
M00403,FreshMarket 403,Food,Auvergne-Rhône-Alpes,2.0,20220306
M00404,BeautyWorld 404,Beauty,Hauts-de-France,1.5,20200927
M00405,BeautyWorld 405,Beauty,Nouvelle-Aquitaine,0.057,20210331
M00406,HomeStyle 406,Home & Garden,Provence-Alpes-Côte d'Azur,0.0263,20180719
M00407,MotorHub 407,Automotive,Ile-de-France,0.0569,20211117
M00408,ToyLand 408,Toys,Ile-de-France,0.041,20191208
M00409,BookCorner 409,Books,Occitanie,0.0426,20210301
M00410,ToyHub 410,Toys,Nouvelle-Aquitaine,0.0447,20181008
M00411,SportZone 411,Sports,Grand Est,0.0322,20200611
M00412,HealthShop 412,Health,Auvergne-Rhône-Alpes,0.0125,20200125
M00413,AutoCenter 413,Automotive,Occitanie,0.0275,20220122
M00414,BeautyCorner 414,Beauty,Ile-de-France,0.011,20230512
M00415,CarParts 415,Automotive,Occitanie,0.0161,20221030
M00416,StyleShop 416,Clothing,Bretagne,0.0849,20170707
M00417,SportHub 417,Sports,Bretagne,0.0194,20210930
M00418,AutoShop 418,Automotive,Grand Est,0.0839,20230718
M00419,AutoCenter 419,Automotive,Occitanie,0.0757,20180330
M00420,HomeStyle 420,Home & Garden,Hauts-de-France,0.0927,20211201
M00421,FreshMarket 421,Food,Nouvelle-Aquitaine,0.017,20210508
M00422,FoodMart 422,Food,Occitanie,0.0342,20190130
M00423,DecorShop 423,Home & Garden,Pays de la Loire,0.012,20200922
M00424,FreshMarket 424,Food,Provence-Alpes-Côte d'Azur,0.0823,20220324
M00425,HealthShop 425,Health,Nouvelle-Aquitaine,0.0562,20220615
M00426,GlowShop 426,Beauty,Hauts-de-France,0.0966,20230531
M00427,ReadMore 427,Books,Hauts-de-France,-0.05,20220221
M00428,HomeCenter 428,Home & Garden,Nouvelle-Aquitaine,0.0486,20220702
M00429,HomeCenter 429,Home & Garden,Grand Est,0.0272,20200409
M00430,PlayShop 430,Toys,Hauts-de-France,0.0751,20170830
M00431,GlowShop 431,Beauty,Ile-de-France,0.0903,20190209
M00432,MotorHub 432,Automotive,Occitanie,0.054,20221026
M00433,AutoShop 433,Automotive,Grand Est,0.0138,20210726
M00434,ClothingHub 434,Clothing,Ile-de-France,0.0178,20170223
M00435,FoodHub 435,Food,Auvergne-Rhône-Alpes,0.0394,20170812
M00436,GardenWorld 436,Home & Garden,Hauts-de-France,0.0528,20200705
M00437,VitalShop 437,Health,Bretagne,0.0819,20220907
M00438,MotorHub 438,Automotive,Hauts-de-France,0.0126,20220430
M00439,ToyLand 439,Toys,Provence-Alpes-Côte d'Azur,0.0999,20190526
M00440,ClothingHub 440,Clothing,Ile-de-France,0.0534,20220101
M00441,MotorHub 441,Automotive,Bretagne,0.0347,20180523
M00442,GardenWorld 442,Home & Garden,Nouvelle-Aquitaine,0.0287,20180501
M00443,BeautyCorner 443,Beauty,Nouvelle-Aquitaine,0.0533,20190214
M00444,AutoCenter 444,Automotive,Auvergne-Rhône-Alpes,0.0521,20171106
M00445,FoodHub 445,Food,Ile-de-France,0.078,20180109
M00446,DecorShop 446,Home & Garden,Normandie,0.0539,20230305
M00447,BookCorner 447,Books,Provence-Alpes-Côte d'Azur,0.0344,20181213
M00448,GadgetShop 448,Electronics,Pays de la Loire,0.0614,20190702
M00449,ToyHub 449,Toys,Occitanie,0.0378,20181210
M00450,TrendyWear 450,Clothing,Pays de la Loire,0.0277,20200513
M00451,SportZone 451,Sports,Normandie,0.0286,20220928
M00452,BeautyWorld 452,Beauty,Grand Est,0.0969,20200402
M00453,HealthHub 453,Health,Ile-de-France,0.0804,20200411
M00454,BeautyCorner 454,Beauty,Ile-de-France,0.0685,20210605
M00455,BookCorner 455,Books,Grand Est,0.0235,20210128
M00456,AutoShop 456,Automotive,Nouvelle-Aquitaine,0.0162,20210608
M00457,ToyLand 457,Toys,Normandie,0.0662,20210601
M00458,DecorShop 458,Home & Garden,Normandie,0.0772,20210108
M00459,TechStore 459,Electronics,Pays de la Loire,0.0144,20220419
M00460,DecorShop 460,Home & Garden,Pays de la Loire,0.0458,20230118
M00461,SportHub 461,Sports,Ile-de-France,0.0411,20211026
M00462,CosmeticHub 462,Beauty,Ile-de-France,0.086,20170728
M00463,ElectroWorld 463,Electronics,Auvergne-Rhône-Alpes,0.0446,20171007
M00464,HomeCenter 464,Home & Garden,Provence-Alpes-Côte d'Azur,0.0732,20220116
M00465,StyleShop 465,Clothing,Hauts-de-France,0.0943,20221107
M00466,TechStore 466,Electronics,Nouvelle-Aquitaine,0.0409,20180904
M00467,SportZone 467,Sports,Hauts-de-France,0.0254,20221029
M00468,StyleShop 468,Clothing,Ile-de-France,0.0993,20190506
M00469,SportZone 469,Sports,Ile-de-France,0.0655,20211006
M00470,GourmetShop 470,Food,Nouvelle-Aquitaine,0.0886,20210223
M00471,AutoShop 471,Automotive,Auvergne-Rhône-Alpes,0.0342,20191216
M00472,GardenWorld 472,Home & Garden,Auvergne-Rhône-Alpes,0.0942,20230502
M00473,DecorShop 473,Home & Garden,Hauts-de-France,0.0951,20181111
M00474,BeautyWorld 474,Beauty,Ile-de-France,0.0767,20220316
M00475,KidsWorld 475,Toys,Grand Est,0.0499,20190220
M00476,TechStore 476,Electronics,Nouvelle-Aquitaine,0.0875,20220108
M00477,KidsWorld 477,Toys,Occitanie,0.0786,20200717
M00478,GadgetShop 478,Electronics,Bretagne,0.0824,20180411
M00479,CosmeticHub 479,Beauty,Nouvelle-Aquitaine,0.0231,20220423
M00480,ClothingHub 480,Clothing,Occitanie,0.0722,20201105
M00481,HealthShop 481,Health,Auvergne-Rhône-Alpes,0.0551,20220413
M00482,SportZone 482,Sports,Nouvelle-Aquitaine,0.0241,20230112
M00483,WellnessStore 483,Health,Nouvelle-Aquitaine,0.0838,20180624
M00484,DecorShop 484,Home & Garden,Auvergne-Rhône-Alpes,0.0304,20220715
M00485,BeautyWorld 485,Beauty,Auvergne-Rhône-Alpes,0.0141,20191229
M00486,ReadMore 486,Books,Nouvelle-Aquitaine,0.0348,20181004
M00487,FoodHub 487,Food,Bretagne,0.0192,20201006
M00488,DecorShop 488,Home & Garden,Nouvelle-Aquitaine,0.0682,20171107
M00489,VitalShop 489,Health,Provence-Alpes-Côte d'Azur,0.0423,20220106
M00490,GourmetShop 490,Food,Nouvelle-Aquitaine,0.0709,20170328
M00491,BookHaven 491,Books,Provence-Alpes-Côte d'Azur,0.0794,20230119
M00492,CosmeticHub 492,Beauty,Hauts-de-France,0.0761,20181008
M00493,VitalShop 493,Health,Hauts-de-France,0.0301,20170602
M00494,ReadMore 494,Books,Occitanie,0.0946,20201104
M00495,KidsWorld 495,Toys,Nouvelle-Aquitaine,0.044,20180504
M00496,VitalShop 496,Health,Normandie,0.0934,20200531
M00497,FitnessShop 497,Sports,,0.0488,20220926
M00498,SportZone 498,Sports,Provence-Alpes-Côte d'Azur,0.0737,20220325
M00499,TechStore 499,Electronics,Normandie,-0.01,20200330
M00500,HomeStyle 500,Home & Garden,Ile-de-France,0.0492,20210401
M00501,CosmeticHub 501,Beauty,Nouvelle-Aquitaine,0.0771,20211203
M00502,CarParts 502,Automotive,Bretagne,0.0543,20200910
M00503,ClothingHub 503,Clothing,Occitanie,0.0787,20190209
M00504,FashionStore 504,Clothing,Grand Est,0.027,20210514
M00505,MotorHub 505,Automotive,Ile-de-France,0.0936,20210604
M00506,BookCorner 506,Books,Ile-de-France,0.0582,20190515
M00507,GadgetShop 507,Electronics,Ile-de-France,0.0769,20200626
M00508,CarParts 508,Automotive,Auvergne-Rhône-Alpes,0.0193,20210306
M00509,BeautyCorner 509,Beauty,Occitanie,0.0737,20170329
M00510,MotorHub 510,Automotive,Bretagne,0.0681,20190402
M00511,ReadMore 511,Books,Nouvelle-Aquitaine,0.0532,20190804
M00512,BookCorner 512,Books,Grand Est,0.0437,20220727
M00513,HomeStyle 513,Home & Garden,Ile-de-France,0.0379,20200826
M00514,WellnessStore 514,Health,Pays de la Loire,0.0147,20210829
M00515,BookCorner 515,Books,Grand Est,0.0258,20170831
M00516,ToyLand 516,Toys,Hauts-de-France,0.0287,20211219
M00517,VitalShop 517,Health,Normandie,0.065,20210526
M00518,ReadMore 518,Books,Provence-Alpes-Côte d'Azur,0.0163,20220604
M00519,CarParts 519,Automotive,Occitanie,0.0351,20230513
M00520,TechStore 520,Electronics,Hauts-de-France,0.0951,20220413
M00521,HealthHub 521,Health,Normandie,0.0223,20210318
M00522,GardenWorld 522,Home & Garden,Auvergne-Rhône-Alpes,0.0203,20170704
M00523,GlowShop 523,Beauty,Ile-de-France,0.0828,20230224
M00524,GourmetShop 524,Food,Bretagne,0.0973,20201116
M00525,AutoShop 525,Automotive,Bretagne,0.0879,20220723
M00526,CarParts 526,Automotive,Nouvelle-Aquitaine,0.019,20180903
M00527,KidsWorld 527,Toys,Occitanie,0.032,20220512
M00528,ToyHub 528,Toys,Nouvelle-Aquitaine,0.0723,20190602
M00529,GadgetShop 529,Electronics,Ile-de-France,0.0812,20220414
M00530,VitalShop 530,Health,Provence-Alpes-Côte d'Azur,0.0533,20171220
M00531,GadgetShop 531,Electronics,Occitanie,0.0851,20230614
M00532,ReadMore 532,Books,Bretagne,0.0221,20181121
M00533,ToyLand 533,Toys,Hauts-de-France,0.0203,20200323
M00534,HealthShop 534,Health,Hauts-de-France,0.0555,20220126
M00535,HealthHub 535,Health,Provence-Alpes-Côte d'Azur,0.0616,20201016
M00536,FreshMarket 536,Food,Ile-de-France,0.0248,20200813
M00537,GardenWorld 537,Home & Garden,Bretagne,0.0776,20191119
M00538,ReadMore 538,Books,Pays de la Loire,0.0344,20210928
M00539,AutoShop 539,Automotive,Ile-de-France,0.0499,20230319
M00540,ReadMore 540,Books,Auvergne-Rhône-Alpes,0.0661,20230209
M00541,HomeStyle 541,Home & Garden,Normandie,0.019,20221010
M00542,ToyLand 542,Toys,Normandie,0.0335,20171114
M00543,LibraryShop 543,Books,Normandie,0.0834,20190824
M00544,AutoCenter 544,Automotive,Occitanie,0.0282,20221004
M00545,GadgetShop 545,Electronics,Auvergne-Rhône-Alpes,0.0731,20170629
M00546,VitalShop 546,Health,Occitanie,0.0556,20210304
M00547,HealthShop 547,Health,Grand Est,0.0112,20170529
M00548,LibraryShop 548,Books,Bretagne,0.022,20180705
M00549,ActiveWear 549,Sports,Occitanie,0.0813,20170903
M00550,VitalShop 550,Health,Ile-de-France,0.0313,20171130
M00551,ToyLand 551,Toys,Provence-Alpes-Côte d'Azur,0.085,20221226
M00552,FoodMart 552,Food,Nouvelle-Aquitaine,0.0845,20200101
M00553,TrendyWear 553,Clothing,Ile-de-France,0.0598,20210701
M00554,MotorHub 554,Automotive,Auvergne-Rhône-Alpes,0.0458,20190324
M00555,DigitalHub 555,Electronics,Normandie,0.0174,20180108
M00556,ElectroWorld 556,Electronics,Normandie,0.0204,20210420
M00557,GadgetShop 557,Electronics,Normandie,0.067,20201005
M00558,ClothingHub 558,Clothing,Ile-de-France,0.0986,20230220
M00559,ElectroWorld 559,Electronics,Ile-de-France,0.0468,20170715
M00560,VitalShop 560,Health,Ile-de-France,0.0903,20170920
M00561,DecorShop 561,Home & Garden,Hauts-de-France,0.0282,20191023
M00562,BeautyWorld 562,Beauty,Auvergne-Rhône-Alpes,0.0992,20180515
M00563,ToyLand 563,Toys,,0.0811,20170630
M00564,DecorShop 564,Home & Garden,Occitanie,0.0438,20180714
M00565,ClothingHub 565,Clothing,Ile-de-France,0.0396,20230630
M00566,DigitalHub 566,Electronics,Hauts-de-France,0.0772,20181126
M00567,FreshMarket 567,Food,Ile-de-France,0.021,20200518
M00568,AutoShop 568,Automotive,Pays de la Loire,0.0386,20180510
M00569,VitalShop 569,Health,Ile-de-France,0.0949,20180919
M00570,CosmeticHub 570,Beauty,Occitanie,0.0778,20200923
M00571,FitnessShop 571,Sports,Bretagne,0.0863,20180514
M00572,DecorShop 572,Home & Garden,Hauts-de-France,0.0406,20170805
M00573,FoodMart 573,Food,Provence-Alpes-Côte d'Azur,0.0801,20180222
M00574,PlayShop 574,Toys,Hauts-de-France,0.0394,20180728
M00575,DigitalHub 575,Electronics,Normandie,0.0515,20200806
M00576,ReadMore 576,Books,Ile-de-France,0.0266,20180329
M00577,LibraryShop 577,Books,Hauts-de-France,0.0355,20210603
M00578,HomeCenter 578,Home & Garden,Grand Est,0.054,20171007
M00579,CosmeticHub 579,Beauty,Pays de la Loire,0.0656,20200129
M00580,StyleShop 580,Clothing,Grand Est,0.0631,20190622
M00581,SportZone 581,Sports,Hauts-de-France,0.054,20180223
M00582,BookHaven 582,Books,Hauts-de-France,0.0629,20220516
M00583,ActiveWear 583,Sports,Bretagne,0.0363,20170520
M00584,GadgetShop 584,Electronics,Bretagne,0.0121,20170914
M00585,StyleShop 585,Clothing,Ile-de-France,0.0194,20170512
M00586,FitnessShop 586,Sports,Ile-de-France,0.0138,20200716
M00587,AutoCenter 587,Automotive,Auvergne-Rhône-Alpes,0.0102,20221130
M00588,StyleShop 588,Clothing,Provence-Alpes-Côte d'Azur,-0.01,20170514
M00589,BookHaven 589,Books,Auvergne-Rhône-Alpes,0.0527,20180604
M00590,HealthShop 590,Health,Auvergne-Rhône-Alpes,0.0445,20201005
M00591,ToyLand 591,Toys,Ile-de-France,0.0995,20170909
M00592,ElectroWorld 592,Electronics,Bretagne,0.0139,20200818
M00593,DigitalHub 593,Electronics,Nouvelle-Aquitaine,0.0294,20180411
M00594,SportZone 594,Sports,Ile-de-France,0.022,20170223
M00595,HealthShop 595,Health,Ile-de-France,0.0372,20220402
M00596,HomeCenter 596,Home & Garden,Normandie,0.0151,20230429
M00597,DecorShop 597,Home & Garden,Provence-Alpes-Côte d'Azur,0.0688,20230518
M00598,TrendyWear 598,Clothing,Hauts-de-France,0.0127,20190314
M00599,GourmetShop 599,Food,Provence-Alpes-Côte d'Azur,0.0134,20200102
M00600,BeautyWorld 600,Beauty,Nouvelle-Aquitaine,0.0397,20221111
